,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Date,Team,Opponent
2206,Grzegorz Krychowiak,20.0,pl POL,DM,27-260,90.0,4.0,2,1.0,2.0,1.0,2.0,4.0,50.0,2.0,20.0,4.0,20.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,2,,2.0,0.0,10/16/2017,West Brom,Leicester City
2207,Kieran Gibbs,3.0,eng ENG,LB,28-020,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,2.0,18.2,5.0,2.0,4.0,3.0,0.0,0.0,3.0,1,,1.0,0.0,10/16/2017,West Brom,Leicester City
2208,Jonny Evans,6.0,nir NIR,CB,29-286,90.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,,3.0,0.0,10/16/2017,West Brom,Leicester City
2209,Ahmed Hegazi,26.0,eg EGY,CB,26-264,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,33.3,5.0,1.0,0.0,4.0,1.0,0.0,3.0,2,,5.0,0.0,10/16/2017,West Brom,Leicester City
2210,Craig Dawson,25.0,eng ENG,RB,27-163,90.0,1.0,0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,13.0,3.0,23.1,7.0,5.0,1.0,4.0,1.0,0.0,3.0,0,,4.0,0.0,10/16/2017,West Brom,Leicester City
2211,Boaz Myhill,13.0,wal WAL,GK,34-341,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/16/2017,West Brom,Leicester City
2212,Javier HernÃ¡ndez,17.0,mx MEX,FW,29-141,90.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,11.0,5.0,45.5,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2213,Marko ArnautoviÄ,7.0,at AUT,LW,28-184,74.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,14.0,4.0,28.6,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2214,Edimilson Fernandes,31.0,ch SUI,LW,21-188,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,66.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2215,Michail Antonio,30.0,eng ENG,RW,27-206,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,20.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2216,Manuel Lanzini,10.0,ar ARG,AM,24-247,90.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,28.6,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2217,Cheikhou KouyatÃ©,8.0,sn SEN,CM,27-303,45.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2218,AndrÃ© Ayew,20.0,gh GHA,CM,27-307,45.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,6.0,3.0,50.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,10/20/2017,West Ham,Brighton
2219,Pedro Obiang,14.0,gq EQG,CM,25-207,90.0,2.0,1,0.0,2.0,0.0,1.0,3.0,33.3,2.0,9.0,3.0,33.3,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2220,Arthur Masuaku,26.0,cd COD,LB,23-347,90.0,2.0,1,0.0,1.0,1.0,0.0,0.0,,0.0,10.0,4.0,40.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2221,Winston Reid,2.0,nz NZL,CB,29-109,90.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,4.0,1.0,25.0,3.0,1.0,0.0,4.0,0.0,0.0,4.0,2,,1.0,0.0,10/20/2017,West Ham,Brighton
2222,JosÃ© Fonte,4.0,pt POR,CB,33-302,90.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,50.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2,,0.0,0.0,10/20/2017,West Ham,Brighton
2223,Pablo Zabaleta,5.0,ar ARG,RB,32-277,90.0,6.0,3,1.0,4.0,1.0,5.0,5.0,100.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2,,1.0,0.0,10/20/2017,West Ham,Brighton
2224,Joe Hart,25.0,eng ENG,GK,30-184,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,West Ham,Brighton
2225,Glenn Murray,17.0,eng ENG,FW,34-025,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,1.0,6.7,1.0,11.0,3.0,0.0,0.0,0.0,0.0,0,,3.0,0.0,10/20/2017,Brighton,West Ham
2226,Pascal GroÃ,13.0,de GER,FW,26-127,76.0,2.0,2,2.0,0.0,0.0,0.0,0.0,,0.0,15.0,3.0,20.0,3.0,9.0,3.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,10/20/2017,Brighton,West Ham
2227,Izzy Brown,37.0,eng ENG,FW,20-286,14.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,10/20/2017,Brighton,West Ham
2228,JosÃ© Izquierdo,19.0,co COL,LM,25-105,70.0,4.0,2,3.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,100.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,10/20/2017,Brighton,West Ham
2229,Solly March,20.0,eng ENG,LM,23-092,20.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,Brighton,West Ham
2230,Davy PrÃ¶pper,24.0,nl NED,CM,26-048,90.0,3.0,3,2.0,1.0,0.0,1.0,1.0,100.0,0.0,7.0,0.0,0.0,4.0,3.0,0.0,9.0,1.0,0.0,8.0,4,,4.0,0.0,10/20/2017,Brighton,West Ham
2231,Dale Stephens,6.0,eng ENG,CM,28-130,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,9.0,4.0,44.4,6.0,3.0,0.0,3.0,0.0,0.0,3.0,3,,1.0,0.0,10/20/2017,Brighton,West Ham
2232,Anthony Knockaert,11.0,fr FRA,RM,25-334,84.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,12.0,3.0,25.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,1,,2.0,0.0,10/20/2017,Brighton,West Ham
2233,Ezequiel Schelotto,21.0,it ITA,RM,28-150,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,Brighton,West Ham
2234,GaÃ«tan Bong,3.0,cm CMR,LB,29-178,90.0,2.0,0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,14.0,4.0,28.6,12.0,2.0,0.0,1.0,1.0,0.0,0.0,1,,4.0,0.0,10/20/2017,Brighton,West Ham
2235,Lewis Dunk,5.0,eng ENG,CB,25-333,90.0,2.0,1,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0,,12.0,0.0,10/20/2017,Brighton,West Ham
2236,Shane Duffy,22.0,ie IRL,CB,25-292,90.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1,,14.0,0.0,10/20/2017,Brighton,West Ham
2237,Bruno,2.0,es ESP,RB,37-019,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,100.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,3,,6.0,0.0,10/20/2017,Brighton,West Ham
2238,Mathew Ryan,1.0,au AUS,GK,25-195,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/20/2017,Brighton,West Ham
2239,Ãlvaro Morata,9.0,es ESP,FW,24-363,61.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,10/21/2017,Chelsea,Watford
2240,Michy Batshuayi,23.0,be BEL,FW,24-019,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,10/21/2017,Chelsea,Watford
2241,Eden Hazard,10.0,be BEL,"LW,FW",26-287,90.0,2.0,1,0.0,2.0,0.0,0.0,0.0,,0.0,5.0,1.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Chelsea,Watford
2242,Pedro,11.0,es ESP,"RW,RB",30-085,86.0,2.0,2,1.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,10/21/2017,Chelsea,Watford
2243,Davide Zappacosta,21.0,it ITA,RB,25-132,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Chelsea,Watford
2244,Marcos Alonso,3.0,es ESP,LM,26-297,68.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,10/21/2017,Chelsea,Watford
2245,Willian,22.0,br BRA,FW,29-073,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,10/21/2017,Chelsea,Watford
2246,CÃ©sar Azpilicueta,28.0,es ESP,RM,28-054,90.0,2.0,1,1.0,0.0,1.0,1.0,3.0,33.3,2.0,12.0,6.0,50.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,1,,3.0,0.0,10/21/2017,Chelsea,Watford
2247,TiemouÃ© Bakayoko,14.0,fr FRA,DM,23-065,90.0,3.0,2,1.0,2.0,0.0,3.0,3.0,100.0,0.0,12.0,4.0,33.3,5.0,5.0,2.0,4.0,0.0,0.0,4.0,0,,4.0,0.0,10/21/2017,Chelsea,Watford
2248,Cesc FÃ bregas,4.0,es ESP,"DM,CM",30-170,90.0,4.0,3,1.0,2.0,1.0,1.0,2.0,50.0,1.0,9.0,2.0,22.2,4.0,3.0,2.0,4.0,1.0,0.0,3.0,1,,0.0,0.0,10/21/2017,Chelsea,Watford
2249,Gary Cahill,24.0,eng ENG,"CB,LB",31-306,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,3.0,42.9,3.0,4.0,0.0,4.0,1.0,0.0,3.0,0,,2.0,0.0,10/21/2017,Chelsea,Watford
2250,David Luiz,30.0,br BRA,CB,30-182,90.0,2.0,2,2.0,0.0,0.0,2.0,3.0,66.7,1.0,4.0,1.0,25.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,5,,8.0,0.0,10/21/2017,Chelsea,Watford
2251,Antonio RÃ¼diger,2.0,de GER,CB,24-232,90.0,4.0,3,2.0,2.0,0.0,3.0,3.0,100.0,0.0,8.0,5.0,62.5,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0,,6.0,0.0,10/21/2017,Chelsea,Watford
2252,Thibaut Courtois,13.0,be BEL,GK,25-163,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Chelsea,Watford
2253,Troy Deeney,9.0,eng ENG,FW,29-114,80.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,8.0,1.0,12.5,0.0,3.0,5.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,10/21/2017,Watford,Chelsea
2254,Ben Watson,23.0,eng ENG,"FW,DM",32-104,10.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,6.0,2.0,33.3,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Watford,Chelsea
2255,Richarlison,11.0,br BRA,AM,20-164,90.0,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,19.0,2.0,10.5,6.0,6.0,7.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,10/21/2017,Watford,Chelsea
2256,Roberto Pereyra,37.0,ar ARG,AM,26-287,65.0,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,11.0,5.0,45.5,1.0,6.0,4.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,10/21/2017,Watford,Chelsea
2257,AndrÃ© Carrillo,28.0,pe PER,AM,26-129,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Watford,Chelsea
2258,JosÃ© Holebas,25.0,gr GRE,LM,33-116,90.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,37.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,10/21/2017,Watford,Chelsea
2259,Kiko FemenÃ­a,21.0,es ESP,RM,26-261,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,1.0,14.3,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,10/21/2017,Watford,Chelsea
2260,Abdoulaye DoucourÃ©,16.0,fr FRA,DM,24-293,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,31.6,7.0,9.0,3.0,2.0,0.0,0.0,2.0,0,,1.0,0.0,10/21/2017,Watford,Chelsea
2261,Tom Cleverley,8.0,eng ENG,DM,28-070,90.0,2.0,2,1.0,1.0,0.0,1.0,3.0,33.3,2.0,18.0,0.0,0.0,5.0,9.0,4.0,1.0,0.0,0.0,1.0,0,,2.0,0.0,10/21/2017,Watford,Chelsea
2262,Miguel Britos,3.0,uy URU,CB,32-096,90.0,3.0,0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,5.0,41.7,10.0,1.0,1.0,1.0,0.0,0.0,1.0,3,,2.0,0.0,10/21/2017,Watford,Chelsea
2263,Christian Kabasele,27.0,be BEL,CB,26-239,90.0,3.0,1,2.0,1.0,0.0,0.0,0.0,,0.0,10.0,3.0,30.0,5.0,5.0,0.0,4.0,1.0,0.0,3.0,1,,6.0,1.0,10/21/2017,Watford,Chelsea
2264,Adrian Mariappa,6.0,jm JAM,CB,31-018,90.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,80.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2,,1.0,0.0,10/21/2017,Watford,Chelsea
2265,Andre Gray,18.0,eng ENG,FW,26-117,,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Watford,Chelsea
2266,Heurelho Gomes,1.0,br BRA,GK,36-248,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Watford,Chelsea
2267,Tammy Abraham,10.0,eng ENG,FW,20-019,90.0,1.0,0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,12.0,4.0,33.3,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2268,Jordan Ayew,18.0,gh GHA,LW,26-040,90.0,2.0,1,0.0,2.0,0.0,1.0,2.0,50.0,1.0,25.0,7.0,28.0,6.0,12.0,7.0,2.0,1.0,0.0,1.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2269,Luciano Narsingh,11.0,nl NED,RW,27-038,56.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,66.7,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2270,Nathan Dyer,12.0,eng ENG,RW,29-326,34.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,2.0,40.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2271,Tom Carroll,14.0,eng ENG,CM,25-146,90.0,3.0,1,2.0,0.0,1.0,1.0,1.0,100.0,0.0,17.0,7.0,41.2,6.0,9.0,2.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2272,Leon Britton,7.0,eng ENG,CM,35-035,45.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,14.0,7.0,50.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2273,Ki Sung-yueng,4.0,kr KOR,CM,28-270,45.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1,,2.0,0.0,10/21/2017,Swansea City,Leicester City
2274,Renato Sanches,35.0,pt POR,CM,20-064,78.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,16.0,4.0,25.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,2,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2275,Wayne Routledge,15.0,eng ENG,CM,32-287,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,75.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2276,Martin Olsson,16.0,se SWE,LB,29-157,90.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,6.0,40.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,1,,1.0,0.0,10/21/2017,Swansea City,Leicester City
2277,Alfie Mawson,6.0,eng ENG,CB,23-275,90.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0,,6.0,0.0,10/21/2017,Swansea City,Leicester City
2278,Federico FernÃ¡ndez,33.0,ar ARG,CB,28-242,90.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,4.0,2.0,50.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,0,,5.0,0.0,10/21/2017,Swansea City,Leicester City
2279,Kyle Naughton,26.0,eng ENG,RB,28-344,90.0,2.0,1,1.0,0.0,1.0,2.0,4.0,50.0,2.0,16.0,4.0,25.0,7.0,3.0,6.0,4.0,0.0,0.0,4.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2280,Åukasz FabiaÅski,1.0,pl POL,GK,32-186,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Swansea City,Leicester City
2281,Jamie Vardy,9.0,eng ENG,FW,30-283,90.0,2.0,1,0.0,0.0,2.0,0.0,0.0,,0.0,6.0,5.0,83.3,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2282,Marc Albrighton,11.0,eng ENG,LW,27-337,90.0,2.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,13.0,3.0,23.1,4.0,6.0,3.0,2.0,0.0,0.0,2.0,1,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2283,Riyad Mahrez,26.0,dz ALG,RW,26-242,87.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,1.0,25.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0,,1.0,0.0,10/21/2017,Leicester City,Swansea City
2284,Demarai Gray,7.0,eng ENG,RW,21-115,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2285,Shinji Okazaki,20.0,jp JPN,AM,31-188,68.0,2.0,1,0.0,2.0,0.0,0.0,0.0,,0.0,11.0,1.0,9.1,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2286,Andy King,10.0,wal WAL,AM,28-357,22.0,2.0,2,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2287,Vicente Iborra,21.0,es ESP,DM,29-278,90.0,4.0,4,4.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,57.1,5.0,2.0,0.0,2.0,1.0,0.0,1.0,4,,3.0,0.0,10/21/2017,Leicester City,Swansea City
2288,Wilfred Ndidi,25.0,ng NGA,DM,20-309,90.0,2.0,0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,17.0,4.0,23.5,7.0,6.0,4.0,5.0,0.0,0.0,5.0,2,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2289,Christian Fuchs,28.0,at AUT,LB,31-197,90.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,9.0,2.0,22.2,5.0,4.0,0.0,1.0,0.0,0.0,1.0,8,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2290,Harry Maguire,15.0,eng ENG,CB,24-230,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,75.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0,,8.0,0.0,10/21/2017,Leicester City,Swansea City
2291,Wes Morgan,5.0,jm JAM,CB,33-273,90.0,3.0,1,2.0,1.0,0.0,2.0,2.0,100.0,0.0,12.0,6.0,50.0,9.0,3.0,0.0,1.0,1.0,0.0,0.0,3,,7.0,0.0,10/21/2017,Leicester City,Swansea City
2292,Danny Simpson,2.0,eng ENG,RB,30-290,90.0,2.0,0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,5.0,1.0,20.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,0,,1.0,0.0,10/21/2017,Leicester City,Swansea City
2293,Kasper Schmeichel,1.0,dk DEN,GK,30-350,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Leicester City,Swansea City
2294,Joselu,21.0,es ESP,FW,27-208,78.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,4.0,20.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,1,,2.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2295,Aleksandar MitroviÄ,45.0,rs SRB,FW,23-035,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0,,1.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2296,Christian Atsu,30.0,gh GHA,LW,25-284,90.0,2.0,0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,10.0,2.0,20.0,3.0,6.0,1.0,5.0,1.0,0.0,4.0,2,,0.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2297,Matt Ritchie,11.0,sco SCO,RW,28-041,90.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,17.0,3.0,17.6,2.0,10.0,5.0,1.0,0.0,0.0,1.0,1,,1.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2298,Ayoze PÃ©rez,17.0,es ESP,AM,24-090,66.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,3.0,20.0,4.0,9.0,2.0,1.0,0.0,0.0,1.0,1,,0.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2299,Mohamed DiamÃ©,10.0,sn SEN,AM,30-129,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,20.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2300,Jonjo Shelvey,8.0,eng ENG,DM,25-236,90.0,3.0,1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,30.0,5.0,4.0,1.0,5.0,1.0,0.0,4.0,0,,0.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2301,Isaac Hayden,14.0,eng ENG,DM,22-213,56.0,2.0,2,0.0,2.0,0.0,0.0,0.0,,0.0,7.0,1.0,14.3,1.0,5.0,1.0,2.0,0.0,0.0,2.0,1,,2.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2302,Mikel Merino,23.0,es ESP,DM,21-121,34.0,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,3.0,50.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2303,Javier Manquillo,19.0,es ESP,LB,23-169,90.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,8.0,1.0,12.5,2.0,4.0,2.0,2.0,0.0,0.0,2.0,1,,2.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2304,Florian Lejeune,20.0,fr FRA,CB,26-154,90.0,2.0,1,1.0,1.0,0.0,1.0,2.0,50.0,1.0,6.0,2.0,33.3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,,1.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2305,Jamaal Lascelles,6.0,eng ENG,CB,23-344,90.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2,,4.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2306,DeAndre Yedlin,22.0,us USA,RB,24-104,90.0,2.0,1,1.0,1.0,0.0,0.0,0.0,,0.0,12.0,8.0,66.7,6.0,4.0,2.0,2.0,0.0,0.0,2.0,0,,1.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
2307,Rob Elliot,1.0,ie IRL,GK,31-174,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,10/21/2017,Newcastle Utd,Crystal Palace
