,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
8213,Davinson SÃ¡nchez,6.0,co COL,CB,21-272,90.0,59.0,67.0,88.1,1340.0,506.0,9.0,10.0,90.0,40.0,42.0,95.2,10.0,15.0,66.7,0,0.0,0.0,3.0,0.0,0.0,1.0,03/11/2018,Tottenham,Bournemouth
8214,Serge Aurier,24.0,ci CIV,RB,25-077,90.0,38.0,60.0,63.3,909.0,376.0,6.0,12.0,50.0,26.0,34.0,76.5,6.0,14.0,42.9,1,0.5,2.0,3.0,5.0,1.0,7.0,03/11/2018,Tottenham,Bournemouth
8215,Hugo Lloris,1.0,fr FRA,GK,31-075,90.0,21.0,24.0,87.5,521.0,282.0,0.0,0.0,,18.0,18.0,100.0,3.0,6.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/11/2018,Tottenham,Bournemouth
8216,JesÃ©,11.0,es ESP,FW,25-014,63.0,6.0,9.0,66.7,50.0,5.0,6.0,9.0,66.7,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,03/12/2018,Stoke City,Manchester City
8217,Peter Crouch,25.0,eng ENG,FW,37-041,27.0,3.0,6.0,50.0,46.0,8.0,2.0,5.0,40.0,0.0,0.0,,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/12/2018,Stoke City,Manchester City
8218,Eric Maxim Choupo-Moting,10.0,cm CMR,LW,28-354,90.0,12.0,24.0,50.0,199.0,52.0,5.0,9.0,55.6,7.0,10.0,70.0,0.0,4.0,0.0,0,0.2,1.0,2.0,0.0,0.0,2.0,03/12/2018,Stoke City,Manchester City
8219,Xherdan Shaqiri,22.0,ch SUI,RW,26-153,90.0,9.0,18.0,50.0,246.0,113.0,2.0,5.0,40.0,4.0,4.0,100.0,3.0,8.0,37.5,0,0.1,1.0,2.0,1.0,0.0,2.0,03/12/2018,Stoke City,Manchester City
8220,Badou Ndiaye,27.0,sn SEN,CM,27-136,90.0,18.0,21.0,85.7,401.0,129.0,7.0,8.0,87.5,4.0,6.0,66.7,6.0,6.0,100.0,0,0.0,0.0,1.0,0.0,0.0,1.0,03/12/2018,Stoke City,Manchester City
8221,Joe Allen,4.0,wal WAL,CM,27-363,90.0,18.0,24.0,75.0,294.0,50.0,9.0,11.0,81.8,8.0,8.0,100.0,1.0,5.0,20.0,0,0.0,1.0,0.0,0.0,0.0,0.0,03/12/2018,Stoke City,Manchester City
8222,Geoff Cameron,20.0,us USA,DM,32-244,88.0,16.0,22.0,72.7,324.0,80.0,4.0,4.0,100.0,8.0,10.0,80.0,3.0,7.0,42.9,0,0.0,0.0,2.0,0.0,0.0,1.0,03/12/2018,Stoke City,Manchester City
8223,Ramadan Sobhi,32.0,eg EGY,DM,21-048,2.0,1.0,1.0,100.0,29.0,1.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,03/12/2018,Stoke City,Manchester City
8224,Kostas Stafylidis,21.0,gr GRE,LB,24-100,90.0,26.0,37.0,70.3,570.0,231.0,7.0,7.0,100.0,13.0,17.0,76.5,6.0,11.0,54.5,0,0.0,0.0,0.0,0.0,0.0,1.0,03/12/2018,Stoke City,Manchester City
8225,Bruno Martins Indi,15.0,nl NED,CB,26-032,90.0,15.0,15.0,100.0,262.0,111.0,8.0,8.0,100.0,5.0,5.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/12/2018,Stoke City,Manchester City
8226,Kurt Zouma,6.0,fr FRA,CB,23-136,90.0,17.0,20.0,85.0,455.0,170.0,4.0,4.0,100.0,7.0,8.0,87.5,6.0,8.0,75.0,0,0.0,0.0,2.0,0.0,0.0,1.0,03/12/2018,Stoke City,Manchester City
8227,Moritz Bauer,2.0,at AUT,RB,26-046,90.0,17.0,26.0,65.4,303.0,139.0,11.0,13.0,84.6,2.0,4.0,50.0,4.0,7.0,57.1,0,0.0,0.0,1.0,0.0,0.0,0.0,03/12/2018,Stoke City,Manchester City
8228,Jack Butland,1.0,eng ENG,GK,25-002,90.0,13.0,25.0,52.0,732.0,602.0,1.0,1.0,100.0,1.0,1.0,100.0,11.0,23.0,47.8,0,0.0,0.0,1.0,0.0,0.0,0.0,03/12/2018,Stoke City,Manchester City
8229,Gabriel Jesus,33.0,br BRA,FW,20-343,90.0,12.0,16.0,75.0,207.0,14.0,4.0,7.0,57.1,8.0,9.0,88.9,0.0,0.0,,1,0.3,1.0,0.0,0.0,0.0,0.0,03/12/2018,Manchester City,Stoke City
8230,Ä°lkay GÃ¼ndoÄan,8.0,de GER,FW,27-139,,4.0,4.0,100.0,95.0,17.0,0.0,0.0,,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,0.0,03/12/2018,Manchester City,Stoke City
8231,Leroy SanÃ©,19.0,de GER,LW,22-060,90.0,36.0,39.0,92.3,609.0,146.0,12.0,13.0,92.3,23.0,24.0,95.8,1.0,1.0,100.0,0,0.0,1.0,1.0,2.0,0.0,3.0,03/12/2018,Manchester City,Stoke City
8232,Raheem Sterling,7.0,eng ENG,RW,23-094,85.0,33.0,40.0,82.5,598.0,87.0,11.0,16.0,68.8,21.0,22.0,95.5,1.0,2.0,50.0,1,0.3,2.0,0.0,3.0,1.0,2.0,03/12/2018,Manchester City,Stoke City
8233,Bernardo Silva,20.0,pt POR,RW,23-214,5.0,5.0,6.0,83.3,133.0,31.0,0.0,0.0,,4.0,4.0,100.0,1.0,2.0,50.0,0,0.0,0.0,1.0,0.0,0.0,1.0,03/12/2018,Manchester City,Stoke City
8234,David Silva,21.0,es ESP,CM,32-063,90.0,78.0,83.0,94.0,1397.0,219.0,23.0,26.0,88.5,54.0,56.0,96.4,1.0,1.0,100.0,0,0.3,3.0,2.0,1.0,0.0,5.0,03/12/2018,Manchester City,Stoke City
8235,Kevin De Bruyne,17.0,be BEL,CM,26-257,90.0,68.0,88.0,77.3,1554.0,352.0,10.0,15.0,66.7,49.0,57.0,86.0,9.0,14.0,64.3,0,0.7,6.0,5.0,4.0,1.0,7.0,03/12/2018,Manchester City,Stoke City
8236,Fernandinho,25.0,br BRA,DM,32-312,90.0,64.0,77.0,83.1,1254.0,250.0,14.0,15.0,93.3,46.0,52.0,88.5,4.0,10.0,40.0,0,0.0,0.0,10.0,0.0,0.0,4.0,03/12/2018,Manchester City,Stoke City
8237,Oleksandr Zinchenko,35.0,ua UKR,LB,21-087,90.0,90.0,100.0,90.0,1691.0,432.0,25.0,29.0,86.2,61.0,64.0,95.3,4.0,7.0,57.1,0,0.0,0.0,8.0,0.0,0.0,6.0,03/12/2018,Manchester City,Stoke City
8238,NicolÃ¡s Otamendi,30.0,ar ARG,CB,30-028,90.0,109.0,118.0,92.4,2349.0,693.0,14.0,16.0,87.5,82.0,87.0,94.3,13.0,15.0,86.7,0,0.0,1.0,2.0,0.0,0.0,2.0,03/12/2018,Manchester City,Stoke City
8239,Vincent Kompany,4.0,be BEL,CB,31-336,90.0,89.0,96.0,92.7,2072.0,664.0,10.0,10.0,100.0,65.0,66.0,98.5,14.0,20.0,70.0,0,0.0,0.0,6.0,0.0,0.0,5.0,03/12/2018,Manchester City,Stoke City
8240,Kyle Walker,2.0,eng ENG,RB,27-288,90.0,71.0,87.0,81.6,1555.0,332.0,9.0,12.0,75.0,54.0,58.0,93.1,8.0,15.0,53.3,0,0.0,1.0,5.0,1.0,0.0,2.0,03/12/2018,Manchester City,Stoke City
8241,Ederson,31.0,br BRA,GK,24-207,90.0,25.0,27.0,92.6,613.0,357.0,2.0,2.0,100.0,18.0,18.0,100.0,5.0,7.0,71.4,0,0.0,0.0,0.0,0.0,0.0,0.0,03/12/2018,Manchester City,Stoke City
8242,Peter Crouch,25.0,eng ENG,FW,37-046,90.0,15.0,26.0,57.7,202.0,25.0,7.0,12.0,58.3,8.0,12.0,66.7,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,1.0,03/17/2018,Stoke City,Everton
8243,Ramadan Sobhi,32.0,eg EGY,LW,21-053,72.0,28.0,35.0,80.0,350.0,90.0,18.0,22.0,81.8,8.0,9.0,88.9,1.0,1.0,100.0,0,0.2,3.0,2.0,1.0,1.0,1.0,03/17/2018,Stoke City,Everton
8244,Eric Maxim Choupo-Moting,10.0,cm CMR,LW,28-359,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,03/17/2018,Stoke City,Everton
8245,JesÃ©,11.0,es ESP,LW,25-019,11.0,3.0,6.0,50.0,40.0,0.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Stoke City,Everton
8246,Xherdan Shaqiri,22.0,ch SUI,RW,26-158,76.0,20.0,23.0,87.0,376.0,89.0,9.0,10.0,90.0,8.0,10.0,80.0,3.0,3.0,100.0,0,0.0,0.0,2.0,0.0,0.0,1.0,03/17/2018,Stoke City,Everton
8247,Saido Berahino,9.0,bi BDI,RW,24-225,14.0,3.0,5.0,60.0,40.0,12.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,03/17/2018,Stoke City,Everton
8248,Joe Allen,4.0,wal WAL,CM,28-003,90.0,41.0,55.0,74.5,642.0,234.0,18.0,22.0,81.8,19.0,23.0,82.6,3.0,7.0,42.9,1,0.4,1.0,3.0,1.0,0.0,4.0,03/17/2018,Stoke City,Everton
8249,Badou Ndiaye,27.0,sn SEN,"CM,DM",27-141,90.0,22.0,26.0,84.6,324.0,106.0,8.0,8.0,100.0,11.0,13.0,84.6,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Stoke City,Everton
8250,Charlie Adam,16.0,sco SCO,DM,32-097,29.0,12.0,21.0,57.1,348.0,131.0,2.0,3.0,66.7,4.0,5.0,80.0,6.0,11.0,54.5,0,0.0,0.0,3.0,1.0,0.0,3.0,03/17/2018,Stoke City,Everton
8251,Kostas Stafylidis,21.0,gr GRE,LB,24-105,90.0,30.0,40.0,75.0,516.0,226.0,15.0,15.0,100.0,13.0,17.0,76.5,2.0,7.0,28.6,0,0.0,1.0,3.0,1.0,0.0,4.0,03/17/2018,Stoke City,Everton
8252,Kurt Zouma,6.0,fr FRA,CB,23-141,90.0,22.0,28.0,78.6,424.0,96.0,8.0,9.0,88.9,12.0,14.0,85.7,2.0,5.0,40.0,0,0.0,0.0,1.0,0.0,0.0,1.0,03/17/2018,Stoke City,Everton
8253,Ryan Shawcross,17.0,eng ENG,CB,30-164,90.0,14.0,21.0,66.7,305.0,180.0,5.0,6.0,83.3,6.0,9.0,66.7,3.0,6.0,50.0,0,0.0,0.0,4.0,0.0,0.0,1.0,03/17/2018,Stoke City,Everton
8254,Glen Johnson,8.0,eng ENG,RB,33-206,90.0,22.0,32.0,68.8,566.0,362.0,6.0,8.0,75.0,9.0,13.0,69.2,7.0,10.0,70.0,0,0.2,2.0,4.0,3.0,0.0,6.0,03/17/2018,Stoke City,Everton
8255,Jack Butland,1.0,eng ENG,GK,25-007,90.0,16.0,32.0,50.0,809.0,705.0,1.0,1.0,100.0,3.0,3.0,100.0,12.0,28.0,42.9,0,0.0,0.0,2.0,0.0,0.0,0.0,03/17/2018,Stoke City,Everton
8256,Cenk Tosun,14.0,tr TUR,FW,26-283,90.0,13.0,18.0,72.2,188.0,39.0,8.0,10.0,80.0,4.0,5.0,80.0,1.0,2.0,50.0,0,0.2,1.0,0.0,1.0,1.0,0.0,03/17/2018,Everton,Stoke City
8257,Yannick Bolasie,7.0,cd COD,LW,28-297,90.0,9.0,22.0,40.9,140.0,48.0,6.0,9.0,66.7,2.0,5.0,40.0,1.0,5.0,20.0,0,0.3,1.0,0.0,1.0,1.0,0.0,03/17/2018,Everton,Stoke City
8258,Mason Holgate,30.0,eng ENG,LW,21-146,,1.0,3.0,33.3,17.0,2.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Everton,Stoke City
8259,Theo Walcott,11.0,eng ENG,RW,29-001,90.0,27.0,33.0,81.8,446.0,109.0,14.0,15.0,93.3,10.0,15.0,66.7,3.0,3.0,100.0,1,0.4,3.0,2.0,2.0,2.0,2.0,03/17/2018,Everton,Stoke City
8260,Wayne Rooney,10.0,eng ENG,AM,32-144,87.0,52.0,69.0,75.4,1276.0,286.0,10.0,10.0,100.0,30.0,35.0,85.7,12.0,22.0,54.5,0,0.4,4.0,10.0,2.0,1.0,4.0,03/17/2018,Everton,Stoke City
8261,Morgan Schneiderlin,2.0,fr FRA,AM,28-129,3.0,3.0,5.0,60.0,54.0,26.0,2.0,3.0,66.7,0.0,0.0,,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Everton,Stoke City
8262,Idrissa Gana Gueye,17.0,sn SEN,DM,28-172,90.0,50.0,60.0,83.3,947.0,208.0,17.0,21.0,81.0,28.0,31.0,90.3,5.0,8.0,62.5,0,0.1,2.0,5.0,0.0,0.0,6.0,03/17/2018,Everton,Stoke City
8263,Tom Davies,26.0,eng ENG,DM,19-260,53.0,11.0,14.0,78.6,178.0,21.0,5.0,6.0,83.3,6.0,7.0,85.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Everton,Stoke City
8264,Dominic Calvert-Lewin,29.0,eng ENG,DM,21-001,37.0,10.0,11.0,90.9,141.0,20.0,6.0,6.0,100.0,3.0,3.0,100.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Everton,Stoke City
8265,Leighton Baines,3.0,eng ENG,LB,33-096,90.0,47.0,57.0,82.5,697.0,331.0,27.0,29.0,93.1,19.0,23.0,82.6,1.0,4.0,25.0,0,0.3,2.0,2.0,1.0,0.0,6.0,03/17/2018,Everton,Stoke City
8266,Michael Keane,4.0,eng ENG,CB,25-065,90.0,40.0,47.0,85.1,859.0,361.0,10.0,10.0,100.0,24.0,25.0,96.0,6.0,12.0,50.0,0,0.0,0.0,1.0,0.0,0.0,0.0,03/17/2018,Everton,Stoke City
8267,Phil Jagielka,6.0,eng ENG,CB,35-212,90.0,45.0,53.0,84.9,1028.0,333.0,9.0,10.0,90.0,22.0,23.0,95.7,12.0,16.0,75.0,0,0.0,0.0,5.0,0.0,0.0,3.0,03/17/2018,Everton,Stoke City
8268,SÃ©amus Coleman,23.0,ie IRL,RB,29-157,90.0,35.0,51.0,68.6,560.0,236.0,18.0,20.0,90.0,14.0,20.0,70.0,2.0,8.0,25.0,0,0.0,0.0,5.0,0.0,0.0,2.0,03/17/2018,Everton,Stoke City
8269,Jordan Pickford,1.0,eng ENG,GK,24-010,90.0,15.0,22.0,68.2,455.0,305.0,2.0,2.0,100.0,9.0,9.0,100.0,4.0,11.0,36.4,0,0.0,0.0,1.0,0.0,0.0,0.0,03/17/2018,Everton,Stoke City
8270,Steve MouniÃ©,24.0,bj BEN,FW,23-169,90.0,12.0,28.0,42.9,145.0,6.0,7.0,14.0,50.0,4.0,9.0,44.4,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Huddersfield,Crystal Palace
8271,Tom Ince,22.0,eng ENG,LW,26-046,61.0,11.0,15.0,73.3,170.0,29.0,5.0,9.0,55.6,5.0,5.0,100.0,1.0,1.0,100.0,0,0.0,0.0,2.0,0.0,0.0,1.0,03/17/2018,Huddersfield,Crystal Palace
8272,Rajiv van La Parra,17.0,nl NED,LW,26-286,29.0,6.0,8.0,75.0,80.0,20.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,1.0,03/17/2018,Huddersfield,Crystal Palace
8273,Collin Quaner,23.0,de GER,RW,26-272,90.0,26.0,37.0,70.3,343.0,92.0,18.0,22.0,81.8,8.0,10.0,80.0,0.0,3.0,0.0,0,0.1,1.0,2.0,0.0,0.0,2.0,03/17/2018,Huddersfield,Crystal Palace
8274,Alex Pritchard,21.0,eng ENG,AM,24-318,71.0,15.0,22.0,68.2,243.0,61.0,8.0,10.0,80.0,6.0,8.0,75.0,1.0,3.0,33.3,0,0.0,0.0,1.0,1.0,0.0,2.0,03/17/2018,Huddersfield,Crystal Palace
8275,Elias Kachunga,9.0,cd COD,AM,25-329,19.0,4.0,5.0,80.0,38.0,6.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Huddersfield,Crystal Palace
8276,Aaron Mooy,10.0,au AUS,DM,27-183,90.0,57.0,76.0,75.0,1057.0,252.0,27.0,35.0,77.1,23.0,28.0,82.1,6.0,11.0,54.5,0,0.0,0.0,9.0,0.0,0.0,4.0,03/17/2018,Huddersfield,Crystal Palace
8277,Jonathan Hogg,6.0,eng ENG,DM,29-101,90.0,51.0,66.0,77.3,924.0,210.0,23.0,31.0,74.2,21.0,24.0,87.5,6.0,8.0,75.0,0,0.0,1.0,12.0,0.0,0.0,5.0,03/17/2018,Huddersfield,Crystal Palace
8278,Scott Malone,3.0,eng ENG,LB,26-357,45.0,14.0,26.0,53.8,229.0,149.0,8.0,12.0,66.7,5.0,7.0,71.4,1.0,6.0,16.7,0,0.0,0.0,1.0,0.0,0.0,2.0,03/17/2018,Huddersfield,Crystal Palace
8279,Chris LÃ¶we,15.0,de GER,LB,28-335,45.0,19.0,37.0,51.4,374.0,144.0,5.0,10.0,50.0,12.0,18.0,66.7,2.0,8.0,25.0,0,0.1,1.0,0.0,0.0,0.0,1.0,03/17/2018,Huddersfield,Crystal Palace
8280,Christopher Schindler,26.0,de GER,CB,27-322,90.0,42.0,50.0,84.0,911.0,290.0,12.0,14.0,85.7,23.0,24.0,95.8,7.0,11.0,63.6,0,0.0,0.0,4.0,0.0,0.0,4.0,03/17/2018,Huddersfield,Crystal Palace
8281,Mathias JÃ¸rgensen,25.0,dk DEN,CB,27-328,90.0,39.0,49.0,79.6,828.0,327.0,13.0,15.0,86.7,16.0,19.0,84.2,10.0,15.0,66.7,0,0.0,0.0,2.0,0.0,0.0,2.0,03/17/2018,Huddersfield,Crystal Palace
8282,Florent Hadergjonaj,33.0,xk KVX,RB,23-229,90.0,42.0,68.0,61.8,890.0,461.0,11.0,19.0,57.9,22.0,29.0,75.9,8.0,14.0,57.1,0,0.0,0.0,3.0,1.0,0.0,6.0,03/17/2018,Huddersfield,Crystal Palace
8283,Jonas LÃ¶ssl,1.0,dk DEN,GK,29-044,90.0,12.0,17.0,70.6,394.0,281.0,1.0,1.0,100.0,6.0,6.0,100.0,5.0,10.0,50.0,0,0.0,0.0,2.0,0.0,0.0,0.0,03/17/2018,Huddersfield,Crystal Palace
8284,Christian Benteke,17.0,be BEL,FW,27-104,90.0,18.0,36.0,50.0,220.0,35.0,13.0,24.0,54.2,1.0,3.0,33.3,2.0,5.0,40.0,0,0.1,3.0,0.0,0.0,0.0,2.0,03/17/2018,Crystal Palace,Huddersfield
8285,Wilfried Zaha,11.0,ci CIV,LW,25-127,89.0,19.0,22.0,86.4,349.0,80.0,4.0,5.0,80.0,13.0,13.0,100.0,1.0,2.0,50.0,0,0.1,1.0,2.0,2.0,0.0,3.0,03/17/2018,Crystal Palace,Huddersfield
8286,Ruben Loftus-Cheek,8.0,eng ENG,LW,22-053,1.0,1.0,2.0,50.0,12.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Crystal Palace,Huddersfield
8287,Andros Townsend,10.0,eng ENG,RW,26-244,90.0,27.0,38.0,71.1,446.0,190.0,15.0,17.0,88.2,9.0,12.0,75.0,3.0,8.0,37.5,0,0.4,4.0,1.0,1.0,0.0,4.0,03/17/2018,Crystal Palace,Huddersfield
8288,Jeffrey Schlupp,15.0,gh GHA,LM,25-084,21.0,4.0,6.0,66.7,88.0,14.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,2.0,50.0,0,0.0,0.0,1.0,0.0,0.0,1.0,03/17/2018,Crystal Palace,Huddersfield
8289,Yohan Cabaye,7.0,fr FRA,LM,32-062,69.0,19.0,26.0,73.1,275.0,72.0,13.0,17.0,76.5,4.0,5.0,80.0,2.0,4.0,50.0,0,0.0,0.0,1.0,0.0,0.0,1.0,03/17/2018,Crystal Palace,Huddersfield
8290,James McArthur,18.0,sco SCO,RM,30-161,90.0,32.0,45.0,71.1,588.0,216.0,12.0,12.0,100.0,14.0,21.0,66.7,5.0,8.0,62.5,0,0.0,0.0,3.0,0.0,0.0,3.0,03/17/2018,Crystal Palace,Huddersfield
8291,Luka MilivojeviÄ,4.0,rs SRB,DM,26-344,90.0,33.0,45.0,73.3,581.0,215.0,19.0,24.0,79.2,9.0,12.0,75.0,4.0,8.0,50.0,0,0.3,2.0,5.0,0.0,0.0,3.0,03/17/2018,Crystal Palace,Huddersfield
8292,Patrick van Aanholt,3.0,nl NED,LB,27-200,90.0,36.0,44.0,81.8,738.0,445.0,13.0,13.0,100.0,19.0,20.0,95.0,4.0,8.0,50.0,0,0.0,0.0,3.0,1.0,1.0,3.0,03/17/2018,Crystal Palace,Huddersfield
8293,Mamadou Sakho,12.0,fr FRA,CB,28-032,90.0,24.0,28.0,85.7,500.0,279.0,7.0,9.0,77.8,11.0,12.0,91.7,5.0,6.0,83.3,0,0.0,0.0,1.0,0.0,0.0,1.0,03/17/2018,Crystal Palace,Huddersfield
8294,James Tomkins,5.0,eng ENG,CB,28-353,90.0,16.0,21.0,76.2,459.0,241.0,1.0,2.0,50.0,8.0,9.0,88.9,7.0,9.0,77.8,0,0.0,0.0,3.0,0.0,0.0,1.0,03/17/2018,Crystal Palace,Huddersfield
8295,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-111,90.0,32.0,58.0,55.2,460.0,308.0,18.0,24.0,75.0,11.0,22.0,50.0,2.0,8.0,25.0,0,0.3,1.0,0.0,0.0,0.0,1.0,03/17/2018,Crystal Palace,Huddersfield
8296,Wayne Hennessey,13.0,wal WAL,GK,31-052,90.0,14.0,25.0,56.0,704.0,606.0,0.0,0.0,,3.0,3.0,100.0,11.0,22.0,50.0,0,0.0,0.0,1.0,0.0,0.0,0.0,03/17/2018,Crystal Palace,Huddersfield
8297,Callum Wilson,13.0,eng ENG,FW,26-018,73.0,6.0,9.0,66.7,99.0,17.0,3.0,3.0,100.0,2.0,4.0,50.0,1.0,1.0,100.0,0,0.0,1.0,0.0,0.0,0.0,1.0,03/17/2018,Bournemouth,West Brom
8298,Jermain Defoe,18.0,eng ENG,FW,35-161,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,Bournemouth,West Brom
8299,Joshua King,17.0,no NOR,FW,26-061,90.0,11.0,19.0,57.9,156.0,64.0,7.0,11.0,63.6,4.0,6.0,66.7,0.0,1.0,0.0,0,0.1,1.0,0.0,1.0,0.0,4.0,03/17/2018,Bournemouth,West Brom
8300,Junior Stanislas,19.0,eng ENG,LM,28-111,90.0,43.0,53.0,81.1,719.0,162.0,18.0,21.0,85.7,21.0,24.0,87.5,3.0,6.0,50.0,0,0.1,2.0,1.0,3.0,0.0,5.0,03/17/2018,Bournemouth,West Brom
8301,Dan Gosling,4.0,eng ENG,CM,28-044,90.0,57.0,68.0,83.8,1189.0,202.0,18.0,20.0,90.0,28.0,31.0,90.3,11.0,14.0,78.6,0,0.0,1.0,5.0,1.0,0.0,5.0,03/17/2018,Bournemouth,West Brom
8302,Lewis Cook,16.0,eng ENG,CM,21-042,90.0,58.0,72.0,80.6,1297.0,258.0,19.0,20.0,95.0,29.0,34.0,85.3,10.0,17.0,58.8,0,0.0,1.0,10.0,0.0,0.0,5.0,03/17/2018,Bournemouth,West Brom
8303,Jordon Ibe,33.0,eng ENG,RM,22-099,90.0,33.0,44.0,75.0,519.0,109.0,15.0,20.0,75.0,12.0,13.0,92.3,4.0,9.0,44.4,0,0.0,1.0,1.0,3.0,1.0,6.0,03/17/2018,Bournemouth,West Brom
8304,Adam Smith,15.0,eng ENG,"RB,LB",26-322,57.0,48.0,54.0,88.9,800.0,191.0,23.0,25.0,92.0,19.0,20.0,95.0,5.0,8.0,62.5,0,0.0,0.0,3.0,1.0,0.0,6.0,03/17/2018,Bournemouth,West Brom
8305,Lys Mousset,31.0,fr FRA,RB,22-037,33.0,4.0,9.0,44.4,57.0,13.0,2.0,2.0,100.0,2.0,5.0,40.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,1.0,03/17/2018,Bournemouth,West Brom
8306,Nathan AkÃ©,5.0,nl NED,CB,23-027,90.0,60.0,64.0,93.8,1707.0,488.0,6.0,8.0,75.0,29.0,30.0,96.7,25.0,26.0,96.2,0,0.0,0.0,2.0,0.0,0.0,1.0,03/17/2018,Bournemouth,West Brom
8307,Steve Cook,3.0,eng ENG,CB,26-332,90.0,51.0,63.0,81.0,1183.0,400.0,13.0,16.0,81.3,28.0,31.0,90.3,10.0,16.0,62.5,0,0.0,0.0,5.0,0.0,0.0,4.0,03/17/2018,Bournemouth,West Brom
8308,Simon Francis,2.0,eng ENG,RB,33-029,17.0,12.0,21.0,57.1,222.0,91.0,7.0,9.0,77.8,3.0,7.0,42.9,2.0,5.0,40.0,0,0.0,1.0,2.0,1.0,1.0,2.0,03/17/2018,Bournemouth,West Brom
8309,Charlie Daniels,11.0,eng ENG,LB,31-191,73.0,58.0,76.0,76.3,1051.0,270.0,24.0,25.0,96.0,27.0,33.0,81.8,5.0,13.0,38.5,1,0.0,1.0,3.0,0.0,0.0,2.0,03/17/2018,Bournemouth,West Brom
8310,Asmir BegoviÄ,27.0,ba BIH,GK,30-270,90.0,18.0,22.0,81.8,497.0,209.0,2.0,2.0,100.0,11.0,11.0,100.0,5.0,9.0,55.6,0,0.0,0.0,1.0,0.0,0.0,0.0,03/17/2018,Bournemouth,West Brom
8311,Jay Rodriguez,19.0,eng ENG,FW,28-231,86.0,16.0,19.0,84.2,272.0,103.0,11.0,13.0,84.6,2.0,3.0,66.7,3.0,3.0,100.0,0,0.0,0.0,4.0,0.0,0.0,4.0,03/17/2018,West Brom,Bournemouth
8312,Hal Robson-Kanu,4.0,wal WAL,FW,28-300,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,03/17/2018,West Brom,Bournemouth
8313,SalomÃ³n RondÃ³n,9.0,ve VEN,FW,28-182,90.0,23.0,35.0,65.7,314.0,55.0,18.0,24.0,75.0,4.0,6.0,66.7,1.0,1.0,100.0,1,0.4,1.0,2.0,0.0,0.0,2.0,03/17/2018,West Brom,Bournemouth
8314,Kieran Gibbs,3.0,eng ENG,"LM,LB",28-172,90.0,31.0,44.0,70.5,594.0,296.0,11.0,12.0,91.7,16.0,23.0,69.6,4.0,8.0,50.0,0,0.6,3.0,2.0,3.0,2.0,2.0,03/17/2018,West Brom,Bournemouth
8315,Chris Brunt,11.0,nir NIR,"CM,LM",33-093,82.0,30.0,43.0,69.8,586.0,143.0,14.0,15.0,93.3,9.0,10.0,90.0,6.0,15.0,40.0,0,0.0,1.0,1.0,0.0,0.0,3.0,03/17/2018,West Brom,Bournemouth
